Product_ID,Category,Unit_Cost,Current_Stock,Daily_Demand_Est,Safety_Stock_Target,Vendor_Name,Lead_Time_Days,Reorder_Point,Stock_Status,Inventory_Value
SKU-X6822,Shipping,39.49,1951.0,88.0,864,Hokkaido Foods,15,2184.0,Low Stock,77044.99
SKU-C8305,Shipping,474.97,414.0,7.0,56,Tokyo Electronics,14,154.0,Normal Stock,196637.58000000002
SKU-Z3745,Shipping,229.01,355.0,9.0,93,Osaka Supplies,22,291.0,Normal Stock,81298.55
SKU-C3947,Shipping,38.15,1127.0,42.0,537,Sapporo Steel,4,705.0,Normal Stock,42995.049999999996
SKU-X6200,Electronics,457.44,1576.0,86.0,677,Tokyo Electronics,9,1451.0,Normal Stock,720925.44
SKU-X5004,Industrial,443.74,260.0,12.0,129,Nagoya Parts,15,309.0,Low Stock,115372.40000000001
SKU-C3781,Shipping,428.5,50.0,,289,Tokyo Electronics,22,,Normal Stock,21425.0
SKU-B3404,Apparel,230.91,2189.0,46.0,386,Tokyo Electronics,3,524.0,Normal Stock,505461.99
SKU-X1687,Shipping,258.92,1322.0,67.0,841,Tokyo Electronics,21,2248.0,Low Stock,342292.24000000005
SKU-B3002,Food,255.84,176.0,25.0,194,Hokkaido Foods,10,444.0,Low Stock,45027.840000000004
SKU-B4396,Shipping,345.38,0.0,78.0,769,Sapporo Steel,9,1471.0,Out of Stock,0.0
SKU-Z3071,Home,227.6,42.0,15.0,156,Nagoya Parts,14,366.0,Low Stock,9559.199999999999
SKU-A7508,Industrial,34.37,957.0,50.0,360,Hokkaido Foods,4,560.0,Normal Stock,32892.09
SKU-Y7873,Office,136.39,1115.0,27.0,359,Tokyo Electronics,30,1169.0,Low Stock,152074.84999999998
SKU-Y4072,Electronics,69.22,712.0,97.0,1232,Fukuoka Logistics,22,3366.0,Low Stock,49284.64
SKU-B6945,Shipping,258.92,760.0,26.0,248,Hokkaido Foods,21,794.0,Low Stock,196779.2
SKU-Y3995,Office,326.44,0.0,43.0,596,Kyoto Crafts,27,1757.0,Out of Stock,0.0
SKU-Y5172,Office,143.68,2276.0,51.0,669,Kyoto Crafts,10,1179.0,Normal Stock,327015.68
SKU-A9151,Office,260.67,459.0,,464,Sapporo Steel,9,,Normal Stock,119647.53000000001
SKU-Z3352,Office,260.67,0.0,27.0,209,Sapporo Steel,7,398.0,Out of Stock,0.0
SKU-A5161,Industrial,254.08499999999998,2201.0,87.0,705,Nagoya Parts,12,1749.0,Normal Stock,559241.085
SKU-Z1432,Office,260.67,1234.0,26.0,287,Tokyo Electronics,21,833.0,Normal Stock,321666.78
SKU-Z3514,Office,417.27,86.0,3.0,39,Kyoto Crafts,8,63.0,Normal Stock,35885.22
SKU-Y3956,Shipping,430.99,142.0,37.0,301,Tokyo Electronics,12,745.0,Low Stock,61200.58
SKU-Z9843,Home,106.58,132.0,26.0,227,Kyoto Crafts,25,877.0,Low Stock,14068.56
SKU-C7226,Shipping,443.33,5051.0,93.0,776,Tokyo Electronics,27,3287.0,Normal Stock,2239259.83
SKU-Z2873,Food,346.67,2184.0,56.0,587,Hokkaido Foods,8,1035.0,Normal Stock,757127.28
SKU-C6041,Apparel,162.86,2148.0,37.0,416,Kyoto Crafts,25,1341.0,Normal Stock,349823.28
SKU-B1933,Food,490.49,4942.0,86.0,1187,Fukuoka Logistics,5,1617.0,Normal Stock,2424001.58
SKU-C6948,Shipping,231.94,416.0,7.0,49,Nagoya Parts,29,252.0,Normal Stock,96487.04
SKU-C5536,Home,171.14,905.0,28.0,214,Osaka Supplies,22,830.0,Normal Stock,154881.69999999998
SKU-Y8219,Home,198.2,2350.0,51.0,379,Osaka Supplies,5,634.0,Normal Stock,465770.0
SKU-Y9929,Industrial,133.19,0.0,80.0,888,Hokkaido Foods,18,2328.0,Out of Stock,0.0
SKU-C8705,Home,249.22,5027.0,99.0,1245,Tokyo Electronics,27,3918.0,Normal Stock,1252828.94
SKU-X9020,Apparel,159.89,569.0,29.0,309,Kyoto Crafts,30,1179.0,Low Stock,90977.40999999999
SKU-C9271,Office,239.74,3616.0,65.0,698,Fukuoka Logistics,29,2583.0,Normal Stock,866899.8400000001
SKU-A3728,Industrial,312.05,0.0,80.0,589,Osaka Supplies,16,1869.0,Out of Stock,0.0
SKU-B9188,Home,274.29,1767.0,57.0,518,Hokkaido Foods,4,746.0,Normal Stock,484670.43000000005
SKU-A4153,Electronics,392.12,0.0,81.0,700,Osaka Supplies,30,3130.0,Out of Stock,0.0
SKU-B8025,Industrial,393.49,1093.0,82.0,914,Fukuoka Logistics,25,2964.0,Low Stock,430084.57
SKU-C4931,Shipping,171.5,1080.0,65.0,569,Fukuoka Logistics,25,2194.0,Low Stock,185220.0
SKU-Y6469,Apparel,20.66,1273.0,,314,Sapporo Steel,26,,Normal Stock,26300.18
SKU-X9571,Home,408.1,71.0,6.0,51,Kyoto Crafts,22,183.0,Low Stock,28975.100000000002
SKU-X2604,Home,100.88,1592.0,29.0,319,Fukuoka Logistics,4,435.0,Normal Stock,160600.96
SKU-C8805,Electronics,446.7,2918.0,55.0,400,Fukuoka Logistics,21,1555.0,Normal Stock,1303470.5999999999
SKU-Z2308,Shipping,483.23,1400.0,40.0,501,Tokyo Electronics,6,741.0,Normal Stock,676522.0
SKU-C1859,Electronics,260.41,1586.0,73.0,943,Fukuoka Logistics,20,2403.0,Low Stock,413010.26000000007
SKU-Z2938,Home,328.21,1299.0,25.0,278,Hokkaido Foods,22,828.0,Normal Stock,426344.79
SKU-X3488,Electronics,220.1,3595.0,65.0,855,Fukuoka Logistics,25,2480.0,Normal Stock,791259.5
SKU-C1350,Shipping,88.83,2913.0,98.0,890,Osaka Supplies,6,1478.0,Normal Stock,258761.79
SKU-B6087,Industrial,147.59,4678.0,78.0,1065,Sapporo Steel,17,2391.0,Normal Stock,690426.02
SKU-Y7055,Apparel,218.45,1403.0,40.0,553,Hokkaido Foods,18,1273.0,Normal Stock,306485.35
SKU-X7051,Office,119.69,1764.0,55.0,513,Fukuoka Logistics,16,1393.0,Normal Stock,211133.16
SKU-X9969,Electronics,240.4,1223.0,35.0,293,Hokkaido Foods,12,713.0,Normal Stock,294009.2
SKU-Z7541,Home,354.2,703.0,36.0,449,Hokkaido Foods,4,593.0,Normal Stock,249002.6
SKU-C4553,Apparel,323.36,1218.0,21.0,252,Osaka Supplies,5,357.0,Normal Stock,393852.48000000004
SKU-X8962,Home,12.86,1756.0,68.0,879,Osaka Supplies,30,2919.0,Low Stock,22582.16
SKU-X5123,Electronics,260.41,4375.0,89.0,827,Nagoya Parts,28,3319.0,Normal Stock,1139293.75
SKU-B6894,Home,136.81,909.0,37.0,341,Fukuoka Logistics,20,1081.0,Low Stock,124360.29000000001
SKU-A9177,Shipping,263.16,1390.0,51.0,678,Fukuoka Logistics,28,2106.0,Low Stock,365792.4
SKU-X8393,Electronics,457.64,581.0,92.0,937,Osaka Supplies,9,1765.0,Low Stock,265888.83999999997
SKU-Z7746,Shipping,258.92,936.0,23.0,187,Sapporo Steel,30,877.0,Normal Stock,242349.12000000002
SKU-Z1107,Shipping,338.55,1866.0,56.0,599,Hokkaido Foods,20,1719.0,Normal Stock,631734.3
SKU-C8247,Shipping,258.92,29.0,13.0,158,Nagoya Parts,16,366.0,Low Stock,7508.68
SKU-A3346,Food,469.79,0.0,6.0,80,Sapporo Steel,15,170.0,Out of Stock,0.0
SKU-X2626,Shipping,446.54,457.0,17.0,138,Sapporo Steel,23,529.0,Low Stock,204068.78
SKU-C4616,Home,173.22,1431.0,,894,Osaka Supplies,3,,Normal Stock,247877.82
SKU-B9824,Office,270.61,2557.0,83.0,806,Nagoya Parts,10,1636.0,Normal Stock,691949.77
SKU-Z2522,Industrial,190.32,1426.0,61.0,733,Kyoto Crafts,15,1648.0,Low Stock,271396.32
SKU-X2463,Food,89.49,644.0,,299,Hokkaido Foods,24,,Normal Stock,57631.56
SKU-C4480,Office,16.11,96.0,6.0,44,Sapporo Steel,12,116.0,Low Stock,1546.56
SKU-Y4771,Food,279.38,1559.0,28.0,334,Tokyo Electronics,4,446.0,Normal Stock,435553.42
SKU-B4454,Apparel,426.83,1481.0,29.0,402,Sapporo Steel,22,1040.0,Normal Stock,632135.23
SKU-X9150,Home,20.62,114.0,8.0,77,Osaka Supplies,23,261.0,Low Stock,2350.6800000000003
SKU-B7981,Home,66.67,4903.0,,1212,Osaka Supplies,20,,Normal Stock,326883.01
SKU-B8832,Shipping,103.58,1608.0,81.0,706,Osaka Supplies,29,3055.0,Low Stock,166556.63999999998
SKU-A5645,Industrial,160.22,837.0,43.0,393,Fukuoka Logistics,28,1597.0,Low Stock,134104.13999999998
SKU-Y6605,Apparel,103.87,2590.0,87.0,948,Fukuoka Logistics,13,2079.0,Normal Stock,269023.3
SKU-C2591,Food,255.84,823.0,72.0,609,Osaka Supplies,15,1689.0,Low Stock,210556.32
SKU-Y2665,Food,181.64,1529.0,60.0,731,Osaka Supplies,17,1751.0,Low Stock,277727.56
SKU-C8811,Industrial,292.55,3273.0,84.0,891,Osaka Supplies,26,3075.0,Normal Stock,957516.15
SKU-C7767,Industrial,84.91,0.0,,726,Kyoto Crafts,6,,Out of Stock,0.0
SKU-Z5085,Home,13.4,1009.0,22.0,207,Hokkaido Foods,28,823.0,Normal Stock,13520.6
SKU-Y4149,Food,255.84,406.0,8.0,96,Tokyo Electronics,14,208.0,Normal Stock,103871.04000000001
SKU-C7577,Home,278.89,1051.0,50.0,538,Osaka Supplies,24,1738.0,Low Stock,293113.39
SKU-X5944,Apparel,88.82,846.0,18.0,185,Sapporo Steel,24,617.0,Normal Stock,75141.72
SKU-B2292,Food,159.32,47.0,1.0,8,Fukuoka Logistics,22,30.0,Normal Stock,7488.04
SKU-X9636,Food,445.1,106.0,67.0,586,Nagoya Parts,3,787.0,Low Stock,47180.600000000006
SKU-Y7195,Office,309.31,4740.0,100.0,1309,Osaka Supplies,25,3809.0,Normal Stock,1466129.4
SKU-X3557,Food,417.12,1302.0,23.0,262,Fukuoka Logistics,6,400.0,Normal Stock,543090.24
SKU-C4676,Apparel,47.62,447.0,25.0,269,Tokyo Electronics,11,544.0,Low Stock,21286.14
SKU-C2462,Food,255.84,0.0,53.0,513,Fukuoka Logistics,13,1202.0,Out of Stock,0.0
SKU-X8887,Home,433.23,959.0,39.0,515,Osaka Supplies,29,1646.0,Low Stock,415467.57
SKU-B9647,Food,255.84,1122.0,30.0,354,Nagoya Parts,6,534.0,Normal Stock,287052.48
SKU-Y1904,Apparel,38.3,3792.0,68.0,740,Kyoto Crafts,18,1964.0,Normal Stock,145233.59999999998
SKU-A4670,Home,242.83,2170.0,71.0,618,Kyoto Crafts,21,2109.0,Normal Stock,526941.1
SKU-Y2766,Electronics,374.93,826.0,24.0,277,Nagoya Parts,26,901.0,Low Stock,309692.18
SKU-C8462,Apparel,150.73,1496.0,43.0,490,Hokkaido Foods,14,1092.0,Normal Stock,225492.08
SKU-X8573,Office,421.16,4403.0,77.0,767,Osaka Supplies,16,1999.0,Normal Stock,1854367.4800000002
SKU-A1792,Food,440.12,3015.0,54.0,578,Osaka Supplies,16,1442.0,Normal Stock,1326961.8
SKU-Z9694,Office,197.94,4115.0,75.0,645,Tokyo Electronics,10,1395.0,Normal Stock,814523.1
SKU-A1984,Food,392.1,808.0,14.0,140,Nagoya Parts,26,504.0,Normal Stock,316816.80000000005
SKU-C7380,Office,380.02,1530.0,39.0,450,Kyoto Crafts,17,1113.0,Normal Stock,581430.6
SKU-A9585,Shipping,145.23,135.0,3.0,34,Hokkaido Foods,18,88.0,Normal Stock,19606.05
SKU-A4864,Electronics,178.6,2024.0,79.0,968,Nagoya Parts,29,3259.0,Low Stock,361486.39999999997
SKU-B4113,Food,88.98,2003.0,93.0,1103,Tokyo Electronics,24,3335.0,Low Stock,178226.94
SKU-C8684,Industrial,254.08499999999998,796.0,56.0,577,Hokkaido Foods,19,1641.0,Low Stock,202251.65999999997
SKU-X7487,Home,405.26,3413.0,81.0,1043,Tokyo Electronics,28,3311.0,Normal Stock,1383152.38
SKU-Y1814,Food,255.84,255.0,36.0,464,Nagoya Parts,16,1040.0,Low Stock,65239.200000000004
SKU-Y9432,Industrial,179.8,492.0,25.0,308,Osaka Supplies,14,658.0,Low Stock,88461.6
SKU-B8322,Shipping,258.92,4064.0,77.0,647,Sapporo Steel,11,1494.0,Normal Stock,1052250.8800000001
SKU-Y1836,Industrial,14.87,22.0,13.0,177,Tokyo Electronics,9,294.0,Low Stock,327.14
SKU-Z6077,Shipping,258.92,1008.0,24.0,335,Fukuoka Logistics,4,431.0,Normal Stock,260991.36000000002
SKU-C4707,Food,8.47,1552.0,100.0,1224,Tokyo Electronics,30,4224.0,Low Stock,13145.44
SKU-C6522,Home,249.22,2463.0,63.0,733,Tokyo Electronics,9,1300.0,Normal Stock,613828.86
SKU-A8220,Shipping,242.36,1672.0,85.0,1069,Fukuoka Logistics,14,2259.0,Low Stock,405225.92000000004
SKU-B1201,Industrial,100.62,2769.0,78.0,874,Nagoya Parts,18,2278.0,Normal Stock,278616.78
SKU-Y2706,Apparel,431.29,187.0,24.0,274,Sapporo Steel,30,994.0,Low Stock,80651.23000000001
SKU-A7447,Shipping,259.33,0.0,100.0,805,Fukuoka Logistics,24,3205.0,Out of Stock,0.0
SKU-C6372,Food,236.85,4680.0,99.0,987,Tokyo Electronics,10,1977.0,Normal Stock,1108458.0
SKU-Z1880,Electronics,441.4,0.0,55.0,743,Nagoya Parts,4,963.0,Out of Stock,0.0
SKU-X9936,Electronics,367.92,1805.0,83.0,876,Osaka Supplies,7,1457.0,Normal Stock,664095.6
SKU-Y8015,Food,288.64,1221.0,24.0,311,Kyoto Crafts,27,959.0,Normal Stock,352429.44
SKU-C6856,Food,180.6,781.0,74.0,709,Osaka Supplies,29,2855.0,Low Stock,141048.6
SKU-Z5029,Food,93.14,2805.0,71.0,724,Tokyo Electronics,14,1718.0,Normal Stock,261257.7
SKU-Y6319,Home,138.75,3143.0,95.0,919,Fukuoka Logistics,28,3579.0,Low Stock,436091.25
SKU-X4712,Shipping,411.62,1391.0,91.0,897,Sapporo Steel,23,2990.0,Low Stock,572563.42
SKU-C3194,Office,74.0,0.0,92.0,1137,Tokyo Electronics,9,1965.0,Out of Stock,0.0
SKU-A6826,Food,22.53,2088.0,61.0,696,Tokyo Electronics,8,1184.0,Normal Stock,47042.64
SKU-C2252,Office,489.17,559.0,,274,Kyoto Crafts,28,,Normal Stock,273446.03
SKU-C1760,Shipping,383.29,2782.0,70.0,494,Osaka Supplies,15,1544.0,Normal Stock,1066312.78
SKU-C6935,Office,244.28,0.0,46.0,488,Sapporo Steel,29,1822.0,Out of Stock,0.0
SKU-X3059,Apparel,417.03,3441.0,61.0,488,Sapporo Steel,20,1708.0,Normal Stock,1435000.23
SKU-C7053,Home,43.86,1212.0,51.0,511,Osaka Supplies,8,919.0,Normal Stock,53158.32
SKU-Z1445,Office,342.05,2740.0,51.0,429,Nagoya Parts,27,1806.0,Normal Stock,937217.0
SKU-B2203,Home,167.76,10.0,12.0,164,Osaka Supplies,10,284.0,Low Stock,1677.6
SKU-Y1447,Food,87.0,982.0,44.0,613,Nagoya Parts,18,1405.0,Low Stock,85434.0
SKU-Y2338,Food,398.47,2983.0,81.0,812,Fukuoka Logistics,22,2594.0,Normal Stock,1188636.01
SKU-B8307,Home,345.17,535.0,23.0,193,Hokkaido Foods,4,285.0,Normal Stock,184665.95
SKU-Z3583,Food,354.7,52.0,8.0,97,Sapporo Steel,30,337.0,Low Stock,18444.399999999998
SKU-X1796,Industrial,375.16,2674.0,66.0,770,Nagoya Parts,24,2354.0,Normal Stock,1003177.8400000001
SKU-Y9448,Home,69.86,4309.0,75.0,1041,Fukuoka Logistics,10,1791.0,Normal Stock,301026.74
SKU-X4355,Electronics,246.86,1734.0,62.0,574,Osaka Supplies,8,1070.0,Normal Stock,428055.24000000005
SKU-X7551,Home,229.97,1765.0,31.0,376,Nagoya Parts,9,655.0,Normal Stock,405897.05
SKU-B5562,Electronics,265.5,383.0,9.0,85,Tokyo Electronics,6,139.0,Normal Stock,101686.5
SKU-Y7250,Electronics,418.47,556.0,48.0,460,Hokkaido Foods,5,700.0,Low Stock,232669.32
SKU-A8538,Shipping,246.13,2509.0,67.0,794,Kyoto Crafts,21,2201.0,Normal Stock,617540.17
SKU-Y5795,Apparel,254.1,603.0,51.0,583,Nagoya Parts,11,1144.0,Low Stock,153222.3
SKU-X2344,Industrial,254.08499999999998,1.0,1.0,9,Osaka Supplies,6,15.0,Low Stock,254.08499999999998
SKU-X6071,Home,80.93,1263.0,,746,Tokyo Electronics,19,,Normal Stock,102214.59000000001
SKU-A1841,Office,485.5,0.0,69.0,698,Tokyo Electronics,15,1733.0,Out of Stock,0.0
SKU-C8393,Office,61.18,121.0,95.0,1197,Nagoya Parts,30,4047.0,Low Stock,7402.78
SKU-Y9165,Industrial,356.36,0.0,77.0,798,Sapporo Steel,15,1953.0,Out of Stock,0.0
SKU-B3307,Home,22.88,2751.0,73.0,572,Hokkaido Foods,10,1302.0,Normal Stock,62942.88
SKU-Y2125,Food,217.09,1773.0,31.0,415,Osaka Supplies,4,539.0,Normal Stock,384900.57
SKU-C5445,Industrial,21.65,4011.0,67.0,673,Osaka Supplies,24,2281.0,Normal Stock,86838.15
SKU-B9228,Apparel,174.06,2542.0,51.0,369,Kyoto Crafts,20,1389.0,Normal Stock,442460.52
SKU-Z9825,Home,249.22,275.0,13.0,176,Osaka Supplies,22,462.0,Low Stock,68535.5
SKU-A6290,Industrial,449.97,389.0,38.0,451,Osaka Supplies,28,1515.0,Low Stock,175038.33000000002
SKU-A7683,Office,303.64,1494.0,31.0,260,Fukuoka Logistics,16,756.0,Normal Stock,453638.16
SKU-X8843,Electronics,72.59,929.0,41.0,397,Kyoto Crafts,16,1053.0,Low Stock,67436.11
SKU-C7142,Industrial,15.86,3236.0,65.0,746,Osaka Supplies,4,1006.0,Normal Stock,51322.96
SKU-Y3874,Home,235.42,1144.0,20.0,265,Nagoya Parts,21,685.0,Normal Stock,269320.48
SKU-B7397,Food,472.69,4170.0,82.0,987,Fukuoka Logistics,6,1479.0,Normal Stock,1971117.3
SKU-C4420,Office,260.67,1663.0,43.0,429,Hokkaido Foods,23,1418.0,Normal Stock,433494.21
SKU-C9830,Shipping,171.57,898.0,65.0,568,Tokyo Electronics,20,1868.0,Low Stock,154069.86
SKU-A9256,Industrial,319.39,994.0,38.0,320,Osaka Supplies,26,1308.0,Low Stock,317473.66
SKU-A7378,Shipping,87.42,595.0,64.0,486,Fukuoka Logistics,3,678.0,Low Stock,52014.9
SKU-A1911,Food,308.68,35.0,5.0,65,Kyoto Crafts,17,150.0,Low Stock,10803.800000000001
SKU-B6513,Electronics,111.3,4482.0,97.0,1345,Kyoto Crafts,23,3576.0,Normal Stock,498846.6
SKU-B8909,Office,334.17,327.0,16.0,155,Fukuoka Logistics,10,315.0,Normal Stock,109273.59000000001
SKU-Z3790,Electronics,32.75,481.0,29.0,235,Osaka Supplies,26,989.0,Low Stock,15752.75
SKU-X6270,Food,91.07,35.0,1.0,8,Nagoya Parts,29,37.0,Low Stock,3187.45
SKU-Y1343,Industrial,382.59,3754.0,93.0,798,Hokkaido Foods,20,2658.0,Normal Stock,1436242.8599999999
SKU-B3195,Apparel,198.85,233.0,13.0,166,Tokyo Electronics,6,244.0,Low Stock,46332.049999999996
SKU-X5251,Industrial,20.93,345.0,16.0,212,Hokkaido Foods,6,308.0,Normal Stock,7220.849999999999
SKU-Z7802,Food,255.84,673.0,28.0,232,Fukuoka Logistics,12,568.0,Normal Stock,172180.32
SKU-Y4792,Food,255.84,2724.0,73.0,559,Hokkaido Foods,13,1508.0,Normal Stock,696908.16
SKU-X4016,Shipping,258.92,543.0,42.0,459,Hokkaido Foods,16,1131.0,Low Stock,140593.56
SKU-B6548,Food,423.07,3257.0,81.0,866,Kyoto Crafts,28,3134.0,Normal Stock,1377938.99
SKU-B9938,Food,83.38,1383.0,36.0,372,Fukuoka Logistics,16,948.0,Normal Stock,115314.54
SKU-X9593,Office,339.08,546.0,,326,Kyoto Crafts,29,,Normal Stock,185137.68
SKU-Z6326,Industrial,83.34,2670.0,99.0,1069,Hokkaido Foods,18,2851.0,Low Stock,222517.80000000002
SKU-Z1053,Office,58.6,1999.0,61.0,703,Tokyo Electronics,26,2289.0,Low Stock,117141.40000000001
SKU-Z7212,Apparel,263.39,2859.0,66.0,745,Hokkaido Foods,22,2197.0,Normal Stock,753032.01
SKU-Z5119,Electronics,385.66,4548.0,,1048,Osaka Supplies,8,,Normal Stock,1753981.6800000002
SKU-Z7080,Industrial,260.46,4550.0,100.0,930,Sapporo Steel,14,2330.0,Normal Stock,1185093.0
SKU-A2452,Shipping,353.55,1469.0,,631,Osaka Supplies,23,,Normal Stock,519364.95
SKU-C2121,Electronics,88.52,769.0,31.0,296,Hokkaido Foods,10,606.0,Normal Stock,68071.87999999999
SKU-C2930,Shipping,258.92,284.0,62.0,816,Fukuoka Logistics,30,2676.0,Low Stock,73533.28
SKU-A2226,Food,59.13,1166.0,24.0,274,Osaka Supplies,4,370.0,Normal Stock,68945.58
SKU-Z1258,Industrial,368.32,939.0,20.0,199,Fukuoka Logistics,25,699.0,Normal Stock,345852.48
SKU-Y5566,Shipping,375.68,95.0,2.0,19,Kyoto Crafts,10,39.0,Normal Stock,35689.6
SKU-C4330,Office,61.56,90.0,57.0,486,Hokkaido Foods,26,1968.0,Low Stock,5540.400000000001
SKU-A5553,Office,410.5,69.0,28.0,288,Nagoya Parts,8,512.0,Low Stock,28324.5
SKU-A6582,Office,294.04,3845.0,68.0,930,Tokyo Electronics,15,1950.0,Normal Stock,1130583.8
SKU-C3375,Office,11.17,0.0,69.0,744,Hokkaido Foods,28,2676.0,Out of Stock,0.0
SKU-B5451,Shipping,261.07,298.0,47.0,387,Fukuoka Logistics,30,1797.0,Low Stock,77798.86
SKU-C8579,Electronics,272.73,55.0,4.0,54,Osaka Supplies,25,154.0,Low Stock,15000.150000000001
SKU-X1569,Apparel,148.4,2717.0,86.0,964,Hokkaido Foods,23,2942.0,Low Stock,403202.8
SKU-C7429,Industrial,457.68,2835.0,99.0,1349,Nagoya Parts,27,4022.0,Low Stock,1297522.8
SKU-C4962,Office,207.63,174.0,17.0,161,Kyoto Crafts,27,620.0,Low Stock,36127.62
SKU-C4930,Office,260.67,1401.0,34.0,296,Tokyo Electronics,9,602.0,Normal Stock,365198.67000000004
SKU-B5383,Apparel,49.04,3645.0,98.0,1256,Nagoya Parts,18,3020.0,Normal Stock,178750.8
SKU-B8447,Apparel,254.1,0.0,45.0,329,Fukuoka Logistics,23,1364.0,Out of Stock,0.0
SKU-A9854,Shipping,22.95,773.0,50.0,607,Hokkaido Foods,7,957.0,Low Stock,17740.35
SKU-X3088,Electronics,344.63,587.0,17.0,188,Fukuoka Logistics,29,681.0,Low Stock,202297.81
SKU-Y5496,Apparel,332.31,5145.0,97.0,888,Nagoya Parts,18,2634.0,Normal Stock,1709734.95
SKU-A9112,Home,14.0,581.0,24.0,182,Sapporo Steel,3,254.0,Normal Stock,8134.0
SKU-X7624,Food,255.84,0.0,45.0,460,Osaka Supplies,25,1585.0,Out of Stock,0.0
SKU-A7859,Office,213.47,663.0,25.0,271,Sapporo Steel,10,521.0,Normal Stock,141530.61
SKU-A2520,Industrial,254.08499999999998,134.0,3.0,36,Sapporo Steel,10,66.0,Normal Stock,34047.39
SKU-Y1823,Industrial,100.6,3338.0,67.0,929,Fukuoka Logistics,6,1331.0,Normal Stock,335802.8
SKU-Y9917,Electronics,247.88,0.0,32.0,261,Osaka Supplies,23,997.0,Out of Stock,0.0
SKU-C5299,Electronics,299.53,693.0,28.0,370,Sapporo Steel,28,1154.0,Low Stock,207574.28999999998
SKU-B2336,Food,255.84,1193.0,50.0,434,Sapporo Steel,17,1284.0,Low Stock,305217.12
SKU-X4989,Home,249.8,3331.0,61.0,706,Tokyo Electronics,7,1133.0,Normal Stock,832083.8
SKU-A5681,Shipping,447.38,2930.0,51.0,396,Osaka Supplies,24,1620.0,Normal Stock,1310823.4
SKU-B4085,Apparel,89.14,86.0,2.0,16,Osaka Supplies,3,22.0,Normal Stock,7666.04
SKU-A6422,Shipping,148.29,3144.0,95.0,840,Hokkaido Foods,6,1410.0,Normal Stock,466223.75999999995
SKU-Z3951,Office,352.39,560.0,84.0,690,Osaka Supplies,18,2202.0,Low Stock,197338.4
SKU-X5686,Office,329.29,2295.0,,683,Osaka Supplies,29,,Normal Stock,755720.55
SKU-B6870,Home,119.39,2152.0,54.0,497,Hokkaido Foods,12,1145.0,Normal Stock,256927.28
SKU-X1681,Shipping,41.6,351.0,69.0,904,Hokkaido Foods,5,1249.0,Low Stock,14601.6
SKU-Y6523,Food,266.68,1752.0,,379,Fukuoka Logistics,28,,Normal Stock,467223.36
SKU-Z6473,Shipping,43.7,1087.0,34.0,371,Nagoya Parts,24,1187.0,Low Stock,47501.9
SKU-X2311,Home,129.83,635.0,31.0,339,Sapporo Steel,27,1176.0,Low Stock,82442.05
SKU-C8166,Food,241.64,1041.0,24.0,286,Hokkaido Foods,28,958.0,Normal Stock,251547.24
SKU-Y8898,Industrial,490.27,18.0,1.0,8,Osaka Supplies,13,21.0,Low Stock,8824.86
SKU-A7767,Food,376.86,111.0,29.0,228,Sapporo Steel,7,431.0,Low Stock,41831.46
SKU-A1809,Apparel,400.14,1433.0,76.0,610,Kyoto Crafts,6,1066.0,Normal Stock,573400.62
SKU-Z2113,Office,469.36,0.0,6.0,44,Osaka Supplies,5,74.0,Out of Stock,0.0
SKU-Y1800,Apparel,234.25,4139.0,89.0,728,Hokkaido Foods,26,3042.0,Normal Stock,969560.75
SKU-A4145,Industrial,184.98,58.0,4.0,51,Fukuoka Logistics,3,63.0,Low Stock,10728.84
SKU-B5625,Home,249.22,1968.0,40.0,308,Nagoya Parts,10,708.0,Normal Stock,490464.96
SKU-A5846,Apparel,166.37,979.0,18.0,244,Sapporo Steel,16,532.0,Normal Stock,162876.23
SKU-Z4630,Shipping,195.01,697.0,15.0,108,Nagoya Parts,14,318.0,Normal Stock,135921.97
SKU-Y2777,Food,261.15,3752.0,85.0,1018,Osaka Supplies,12,2038.0,Normal Stock,979834.7999999999
SKU-B2313,Home,280.37,1464.0,63.0,749,Kyoto Crafts,18,1883.0,Low Stock,410461.68
SKU-Y3918,Industrial,456.19,225.0,14.0,150,Sapporo Steel,10,290.0,Low Stock,102642.75
SKU-X8138,Office,132.18,331.0,15.0,197,Fukuoka Logistics,10,347.0,Low Stock,43751.58
SKU-Z1131,Home,249.22,1365.0,56.0,629,Sapporo Steel,10,1189.0,Normal Stock,340185.3
SKU-B4830,Home,486.22,2067.0,87.0,1065,Sapporo Steel,28,3501.0,Low Stock,1005016.7400000001
SKU-B5573,Electronics,473.13,671.0,78.0,942,Osaka Supplies,10,1722.0,Low Stock,317470.23
SKU-X5509,Electronics,260.41,147.0,16.0,155,Osaka Supplies,3,203.0,Low Stock,38280.270000000004
SKU-Z7358,Office,45.23,3359.0,100.0,1178,Osaka Supplies,17,2878.0,Normal Stock,151927.56999999998
SKU-Z1778,Industrial,192.78,3189.0,93.0,1172,Sapporo Steel,16,2660.0,Normal Stock,614775.42
SKU-B6473,Electronics,87.91,0.0,100.0,1052,Tokyo Electronics,28,3852.0,Out of Stock,0.0
SKU-Y2142,Industrial,206.5,253.0,9.0,109,Tokyo Electronics,29,370.0,Low Stock,52244.5
SKU-C2381,Shipping,371.76,33.0,23.0,233,Hokkaido Foods,14,555.0,Low Stock,12268.08
SKU-X1923,Apparel,56.26,459.0,,157,Fukuoka Logistics,14,,Normal Stock,25823.34
