Product_ID,Category,Unit_Cost_Raw,Current_Stock_Raw,Daily_Demand_Est,Safety_Stock_Target,Vendor_Name,Lead_Time_Days
SKU-X2483,Food,209.99,4514 pcs,83.0,747,Kyoto Crafts,21
SKU-Y1450,food,489.83,,27.0,278,Tokyo Electronics,20
SKU-C5970,Food,287.03,2538,43.0,345,Hokkaido Foods,21
SKU-C4299,Apparel,69.78,594,17.0,210,Osaka Supplies,18
SKU-X6180,Industrial,379.33,571,26.0,311,Nagoya Parts,12
SKU-Y6715,Apparel,160.32,326,51.0,672,Sapporo Steel,6
SKU-Z2831,Electronics,109.18,1111,47.0,581,Hokkaido Foods,9
SKU-C2993,Office,$92.02,1798,49.0,655,Sapporo Steel,5
SKU-B3290,Apparel,$35.47,158,44.0,460,Osaka Supplies,8
SKU-X1212,Office,101.46,605,58.0,506,Fukuoka Logistics,16
SKU-Z8265,Industrial,458.79,1278,65.0,572,Tokyo Electronics,14
SKU-Y8719,Electronics,238.68,352,52.0,462,Fukuoka Logistics,24
SKU-Z5730,Food,360.94,1817,69.0,921,Fukuoka Logistics,18
SKU-B6779,FOOD,USD 97.24,1020,37.0,450,Tokyo Electronics,24
SKU-X4188,HOME,266.24,289,7.0,56,Kyoto Crafts,11
SKU-Y7151,Food,$259.04,2186,60.0,464,Osaka Supplies,22
SKU-C6224,Electronics,USD 46.08,1829,92.0,1065,Kyoto Crafts,18
SKU-X2788,Food,305.42,787,90.0,953,Hokkaido Foods,7
SKU-Y4935,Food,184.15,888,17.0,172,Osaka Supplies,6
SKU-Y3888,Electronics,358.68,285,9.0,102,Fukuoka Logistics,13
SKU-B1319,Electronics,,946,28.0,234,Tokyo Electronics,30
SKU-C6991,Shipping,Quote Pending,726,30.0,354,Osaka Supplies,26
SKU-Z6168,Shipping,304.47,3415,58.0,782,Osaka Supplies,4
SKU-Y8644,Office,401.35,1629,62.0,664,Nagoya Parts,15
SKU-A4540,Shipping,235.01,45,19.0,158,Nagoya Parts,17
SKU-X1099,Electronics,,4093,87.0,1217,Hokkaido Foods,17
SKU-Z9199,Industrial,394.9,1253,37.0,396,Kyoto Crafts,29
SKU-Z7577,Industrial,217.42,106,46.0,380,Hokkaido Foods,13
SKU-Y7730,Office,266.99,1547,44.0,450,Osaka Supplies,25
SKU-Y2925,Industrial,$488.99,329,15.0,135,Fukuoka Logistics,29
SKU-Z5318,electronics,381.28,3300,78.0,907,Tokyo Electronics,19
SKU-B4428,Shipping,64.53,1936 pcs,71.0,991,Tokyo Electronics,24
SKU-C2426,Shipping,489.89,4096,87.0,1141,Nagoya Parts,9
 SKU-A5931 ,Apparel,449.17,3670,74.0,604,Sapporo Steel,11
SKU-X5172,Food,USD 123.67,2057,82.0,751,Fukuoka Logistics,17
SKU-Z1589,Industrial,77.73,4312,98.0,1094,Fukuoka Logistics,8
SKU-B3559,Shipping,285.73,406,18.0,219,Hokkaido Foods,8
 SKU-B1814 ,Electronics,69.65,5444,94.0,1129,Osaka Supplies,14
SKU-Y2420,Apparel,193.9,506,83.0,654,Fukuoka Logistics,29
SKU-C8669,Shipping,$155.01,569,20.0,238,Fukuoka Logistics,13
SKU-Y2410,Food,150.04,124,44.0,550,Sapporo Steel,3
SKU-A7338,Food,,3162,64.0,594,Tokyo Electronics,15
SKU-A5352,Office,154.08,3678,94.0,1009,Osaka Supplies,11
SKU-Y6286,HOME,284.27,619,56.0,705,Fukuoka Logistics,17
SKU-B6930,home,79.73,527,12.0,92,Nagoya Parts,26
SKU-C6349,Office,163.2,446,20.0,211,Nagoya Parts,11
SKU-Y3533,Apparel,388.46,157,15.0,106,Sapporo Steel,22
SKU-C4313,Home,210.57,40,2.0,23,Nagoya Parts,15
SKU-X1704,Food,6.96,813,18.0,238,Fukuoka Logistics,28
SKU-A5732,Shipping,286.46,629,87.0,1181,Nagoya Parts,28
SKU-A1917,APPAREL,235.56,1055,32.0,382,Fukuoka Logistics,5
SKU-Y4447,Office,248.65,1205,55.0,665,Nagoya Parts,16
SKU-B3689,Electronics,98.46,1023,31.0,298,Hokkaido Foods,3
 SKU-C3340 ,Industrial,Quote Pending,1070,29.0,256,Nagoya Parts,6
SKU-Y5772,Office,245.85,165,4.0,40,Fukuoka Logistics,18
SKU-C5741,Food,331.77,2988,59.0,448,Tokyo Electronics,25
SKU-X2344,Apparel,87.02,1035,20.0,149,Sapporo Steel,27
SKU-Y2309,Electronics,,1933,97.0,1301,Sapporo Steel,17
SKU-B6173,Office,170.45,418,17.0,204,Sapporo Steel,28
SKU-Y6011,Food,173.63,-3011,59.0,443,Kyoto Crafts,23
SKU-Z1621,industrial,$494.19,745,27.0,254,Kyoto Crafts,26
SKU-B4916,Apparel,Quote Pending,683,16.0,200,Osaka Supplies,25
SKU-X6966,Electronics,369.05,529,43.0,388,Sapporo Steel,28
 SKU-Y1565 ,Shipping,488.18,4592,100.0,1243,Fukuoka Logistics,23
SKU-Z3370,Office,310.81,3666,62.0,688,Tokyo Electronics,24
SKU-Z9056,Shipping,430.91,639,23.0,222,Osaka Supplies,4
 SKU-B2343 ,Food,$448.40,182,6.0,49,Kyoto Crafts,5
 SKU-B4347 ,Shipping,292.08,,19.0,133,Fukuoka Logistics,6
SKU-Z8306,Shipping,449.82,,18.0,151,Nagoya Parts,9
SKU-B2867,industrial,Quote Pending,1158,68.0,498,Tokyo Electronics,14
SKU-Z8690,Apparel,USD 221.33,627,12.0,115,Hokkaido Foods,25
SKU-Z2581,Apparel,162.21,3541,75.0,841,Fukuoka Logistics,28
SKU-Y7826,Industrial,,2313,43.0,386,Fukuoka Logistics,3
SKU-B4758,Electronics,,5995,100.0,1312,Fukuoka Logistics,25
SKU-B5526,Food,90.12,2117,44.0,573,Tokyo Electronics,5
SKU-C2302,Food,378.77,1039,32.0,445,Osaka Supplies,13
SKU-Z8864,Industrial,342.14,1264,81.0,667,Tokyo Electronics,10
SKU-Z7567,Home,41.88,3349,,764,Kyoto Crafts,22
SKU-A8631,Industrial,34.26,-2049,98.0,841,Kyoto Crafts,11
SKU-C3017,Home,278.74,-1648,81.0,737,Hokkaido Foods,7
SKU-C1014,Electronics,316.05,3548,98.0,1299,Tokyo Electronics,18
 SKU-Z9037 ,office,431.28,3508,89.0,1154,Nagoya Parts,25
SKU-Z4155,Office,252.97,1539,78.0,618,Fukuoka Logistics,30
SKU-A4565,Shipping,,2482,86.0,1120,Hokkaido Foods,8
SKU-A2739,Electronics,222.49,1201,,410,Sapporo Steel,10
SKU-Z1241,Industrial,50.46,2612,75.0,686,Osaka Supplies,9
SKU-B5604,Office,85.59,205,26.0,231,Osaka Supplies,21
SKU-Z5460,food,309.99,3661,,1032,Sapporo Steel,19
SKU-C7945,Food,192.12,2812,54.0,475,Hokkaido Foods,22
SKU-C4665,shipping,425.93,3371,63.0,489,Nagoya Parts,18
SKU-Z5940,Apparel,194.14,775,72.0,795,Kyoto Crafts,23
SKU-Y8614,Shipping,382.36,661,100.0,896,Kyoto Crafts,7
 SKU-Z4692 ,Home,483.26,1846,40.0,391,Hokkaido Foods,4
SKU-Z2560,Industrial,268.35,75,85.0,1186,Osaka Supplies,5
SKU-Z3760,Electronics,$295.66,50,14.0,118,Tokyo Electronics,6
SKU-X9207,Apparel,$105.50,2997,78.0,546,Tokyo Electronics,14
SKU-Z1677,Apparel,334.49,2335 pcs,95.0,1273,Sapporo Steel,16
SKU-C6273,Food,259.75,856,44.0,492,Kyoto Crafts,17
SKU-X7888,Apparel,$100.77,174,5.0,43,Kyoto Crafts,28
SKU-A4731,Industrial,462.53,132,46.0,391,Fukuoka Logistics,12
SKU-A5885,Office,19.55,1217,28.0,201,Tokyo Electronics,11
SKU-X5832,Industrial,51.15,1026,30.0,244,Kyoto Crafts,20
SKU-Z1963,Electronics,474.36,4483,81.0,989,Kyoto Crafts,26
SKU-Z2713,Office,384.61,1993,35.0,288,Osaka Supplies,4
SKU-A4295,Electronics,345.89,287,,125,Osaka Supplies,10
SKU-B7397,Shipping,286.07,77 pcs,41.0,486,Osaka Supplies,24
 SKU-X7749 ,Electronics,263.92,313,85.0,934,Fukuoka Logistics,28
SKU-Y1660,apparel,USD 197.17,1142,75.0,805,Sapporo Steel,13
 SKU-Y1483 ,Office,USD 243.92,,,44,Nagoya Parts,11
SKU-Y2117,HOME,$489.58,39,2.0,17,Nagoya Parts,13
SKU-C2416,Food,28.45,1414,26.0,228,Osaka Supplies,21
SKU-X8856,Home,249.22,1718,37.0,341,Fukuoka Logistics,5
SKU-Y4890,Electronics,101.22,89,11.0,96,Hokkaido Foods,10
SKU-Z5819,Industrial,67.54,,66.0,919,Sapporo Steel,13
SKU-B8805,Shipping,Quote Pending,4042 pcs,71.0,501,Fukuoka Logistics,9
SKU-Y5969,Electronics,112.43,713,28.0,371,Sapporo Steel,8
SKU-Z9599,Industrial,399.78,2327,42.0,572,Nagoya Parts,17
SKU-Z1111,Shipping,325.15,1,6.0,80,Tokyo Electronics,4
SKU-Y2432,Apparel,,3639,86.0,723,Tokyo Electronics,18
SKU-Z9701,Industrial,255.53,20,2.0,17,Nagoya Parts,25
SKU-X3783,OFFICE,225.4,1090,22.0,162,Tokyo Electronics,4
SKU-Y8429,Office,92.49,2295,47.0,432,Hokkaido Foods,25
SKU-X9379,Electronics,8.55,1046,61.0,504,Hokkaido Foods,27
SKU-Y7516,Apparel,169.8,735 pcs,61.0,562,Hokkaido Foods,29
SKU-Y6926,Office,114.11,1262,31.0,218,Sapporo Steel,21
SKU-X6769,Office,290.12,587,20.0,259,Nagoya Parts,5
SKU-C5993,Home,490.89,2452,51.0,620,Nagoya Parts,25
SKU-B4959,Shipping,$327.39,1790 pcs,58.0,739,Tokyo Electronics,27
SKU-C8108,industrial,USD 147.79,2526,43.0,597,Kyoto Crafts,17
SKU-B1323,Industrial,169.88,574 pcs,59.0,424,Kyoto Crafts,10
SKU-Y2496,Home,49.08,2761,78.0,1079,Osaka Supplies,20
SKU-A7872,apparel,$353.23,2179,82.0,823,Kyoto Crafts,18
SKU-A7379,Industrial,37.18,273,17.0,124,Sapporo Steel,13
SKU-Z5515,Industrial,304.32,708,22.0,173,Osaka Supplies,24
SKU-A6808,Home,339.4,1849,35.0,474,Tokyo Electronics,24
SKU-C7770,Food,$222.97,77,3.0,27,Tokyo Electronics,30
SKU-B2645,Industrial,330.43,3546,74.0,869,Fukuoka Logistics,25
SKU-X2168,home,87.25,264,6.0,77,Sapporo Steel,23
 SKU-B5074 ,Home,257.06,53,16.0,215,Fukuoka Logistics,6
SKU-Z8293,Industrial,Quote Pending,2759,55.0,531,Kyoto Crafts,16
SKU-A2890,Office,378.85,1449,34.0,323,Nagoya Parts,19
SKU-A3970,Apparel,$424.95,1100,23.0,277,Kyoto Crafts,21
SKU-X8748,Shipping,Quote Pending,,96.0,1265,Kyoto Crafts,18
SKU-C2925,Office,79.11,1739,39.0,290,Osaka Supplies,5
SKU-Y3732,Office,498.95,625,20.0,186,Nagoya Parts,18
SKU-A1536,Home,114.31,3510,74.0,602,Sapporo Steel,18
SKU-A3539,Industrial,148.71,1979,99.0,1380,Nagoya Parts,5
SKU-X8517,Apparel,134.86,552,54.0,698,Nagoya Parts,26
SKU-Y2455,Apparel,364.69,5873,99.0,1248,Osaka Supplies,21
SKU-X4671,Apparel,431.52,679,12.0,131,Fukuoka Logistics,22
SKU-X5582,Apparel,192.63,2848,66.0,630,Sapporo Steel,16
SKU-A6129,Home,64.61,,67.0,937,Nagoya Parts,13
SKU-B3198,Electronics,495.31,-43,1.0,9,Hokkaido Foods,11
SKU-Y7184,Electronics,390.99,298,9.0,124,Sapporo Steel,30
SKU-C8517,Shipping,428.02,3203,86.0,1132,Sapporo Steel,28
SKU-Y9340,Office,386.47,129,64.0,851,Nagoya Parts,29
SKU-B6963,Apparel,162.44,2624,47.0,517,Kyoto Crafts,19
SKU-B4050,Industrial,Quote Pending,1904,38.0,485,Kyoto Crafts,10
SKU-C7636,Electronics,318.24,4858,90.0,1151,Nagoya Parts,8
SKU-A3371,Apparel,203.02,1851,,237,Sapporo Steel,16
SKU-Y9646,FOOD,256.03,30,57.0,465,Nagoya Parts,4
SKU-B4287,Food,USD 489.44,-1274,48.0,454,Fukuoka Logistics,14
SKU-Y4847,Home,300.96,1060,66.0,887,Kyoto Crafts,3
SKU-C9357,Apparel,$489.43,2869,97.0,1344,Hokkaido Foods,29
SKU-X7892,Industrial,58.39,2364,81.0,614,Hokkaido Foods,6
SKU-X5600,Food,174.9,495,85.0,760,Sapporo Steel,29
SKU-Z1358,Apparel,327.09,1300,63.0,640,Nagoya Parts,15
SKU-X3842,Electronics,490.93,35,4.0,42,Sapporo Steel,11
SKU-B6321,Home,23.27,,50.0,417,Tokyo Electronics,20
SKU-X1882,Electronics,438.55,502,,169,Sapporo Steel,29
SKU-C7742,Electronics,233.9,4476,87.0,783,Osaka Supplies,20
SKU-Y5345,SHIPPING,407.02,5040,99.0,864,Fukuoka Logistics,14
SKU-A1941,Food,259.11,697,68.0,573,Fukuoka Logistics,26
SKU-B1846,Apparel,115.36,2027,65.0,790,Fukuoka Logistics,22
SKU-X8587,Home,418.2,126,92.0,912,Fukuoka Logistics,29
SKU-C8573,Apparel,USD 290.56,428,48.0,382,Tokyo Electronics,13
SKU-X9933,Food,269.66,3072,93.0,1000,Fukuoka Logistics,3
SKU-C3202,Food,129.6,3559,86.0,702,Fukuoka Logistics,8
SKU-Y6486,Electronics,410.1,1204,31.0,356,Sapporo Steel,26
SKU-Z8858,Office,Quote Pending,666,35.0,477,Sapporo Steel,18
SKU-B5745,Industrial,493.14,1899,77.0,855,Hokkaido Foods,22
SKU-A8564,Home,29.28,2569,55.0,621,Tokyo Electronics,22
SKU-C1511,Food,216.94,674,,365,Kyoto Crafts,9
SKU-B3504,food,301.03,990,49.0,564,Sapporo Steel,15
 SKU-Y9756 ,Home,,796,63.0,654,Kyoto Crafts,9
SKU-C7411,Food,395.85,471,79.0,616,Kyoto Crafts,12
SKU-A1976,Apparel,13.02,340,53.0,408,Sapporo Steel,12
SKU-A8570,Office,288.31,283,6.0,64,Osaka Supplies,8
SKU-C1916,Apparel,,1922,,333,Osaka Supplies,20
SKU-C4857,Electronics,196.0,5088,93.0,1150,Tokyo Electronics,11
SKU-C8540,Office,401.25,2058,37.0,491,Nagoya Parts,29
SKU-Y2865,electronics,USD 437.38,619,75.0,746,Fukuoka Logistics,24
SKU-B4475,Shipping,256.49,1478,34.0,427,Kyoto Crafts,23
SKU-C8278,Office,Quote Pending,1447,38.0,314,Hokkaido Foods,28
SKU-X6322,Industrial,121.4,35 pcs,3.0,27,Hokkaido Foods,19
SKU-Y8692,Shipping,149.94,1530,29.0,211,Fukuoka Logistics,13
SKU-A4158,Home,$477.40,652,11.0,97,Nagoya Parts,9
SKU-C8042,Food,197.53,2296,45.0,513,Osaka Supplies,11
SKU-Y4069,Office,,2630,65.0,559,Tokyo Electronics,29
SKU-C5784,Apparel,48.92,798,61.0,503,Tokyo Electronics,3
SKU-A2802,Home,156.93,1030,43.0,487,Kyoto Crafts,7
SKU-Z7098,Office,407.02,2383 pcs,62.0,627,Kyoto Crafts,6
SKU-B2896,Apparel,355.92,3233,93.0,717,Hokkaido Foods,7
SKU-A7210,Apparel,54.83,1403,46.0,340,Osaka Supplies,22
SKU-Z2628,Shipping,130.07,4903,82.0,732,Tokyo Electronics,18
SKU-Z1122,Office,418.26,143,,31,Nagoya Parts,24
SKU-B9753,INDUSTRIAL,,37,2.0,16,Fukuoka Logistics,10
SKU-B3884,Food,USD 302.37,-2318,95.0,929,Fukuoka Logistics,18
SKU-A5249,Apparel,323.25,497,50.0,690,Fukuoka Logistics,11
SKU-A4325,Home,Quote Pending,791,39.0,527,Sapporo Steel,4
SKU-X3540,Industrial,347.56,550,17.0,127,Sapporo Steel,6
SKU-Y3831,Shipping,Quote Pending,-875,94.0,902,Fukuoka Logistics,28
SKU-X8900,Shipping,252.61,743,16.0,137,Fukuoka Logistics,19
SKU-Z5576,ELECTRONICS,$201.11,494,18.0,247,Tokyo Electronics,11
SKU-A9844,shipping,,1180,29.0,292,Osaka Supplies,15
SKU-X1142,Industrial,258.52,2776,54.0,627,Kyoto Crafts,13
SKU-A5194,Industrial,78.02,854,,448,Tokyo Electronics,28
SKU-Z1635,Industrial,137.7,2026,35.0,329,Nagoya Parts,16
SKU-Z2401,Industrial,306.91,263,64.0,454,Nagoya Parts,18
 SKU-C2606 ,Industrial,,141,16.0,222,Kyoto Crafts,14
SKU-C7091,Shipping,USD 224.59,2213,49.0,517,Kyoto Crafts,14
SKU-X8090,Shipping,,359,14.0,108,Fukuoka Logistics,3
 SKU-X2555 ,Industrial,336.28,2887,65.0,683,Fukuoka Logistics,22
SKU-X9431,Office,370.04,1337,38.0,454,Hokkaido Foods,18
SKU-B8296,FOOD,468.05,176,20.0,255,Nagoya Parts,7
SKU-C2151,Home,381.06,1627,39.0,328,Nagoya Parts,12
SKU-A3205,Food,278.34,264,32.0,231,Kyoto Crafts,21
SKU-A2671,Electronics,380.89,2738,55.0,678,Hokkaido Foods,29
SKU-C6569,Office,133.86,954,73.0,775,Tokyo Electronics,28
SKU-X6263,Home,17.35,3879,77.0,559,Tokyo Electronics,26
 SKU-Z8038 ,shipping,130.47,2378,,445,Tokyo Electronics,30
SKU-Z2640,Apparel,434.6,4008,88.0,1086,Sapporo Steel,15
 SKU-B6830 ,Industrial,132.68,,21.0,205,Sapporo Steel,26
SKU-X8644,Apparel,261.73,1533,75.0,1010,Fukuoka Logistics,28
SKU-A4824,Shipping,54.17,3674,91.0,895,Osaka Supplies,19
SKU-X6832,Apparel,24.82,701,23.0,319,Sapporo Steel,23
SKU-Y9011,Food,491.99,70,2.0,25,Nagoya Parts,29
SKU-C7362,Shipping,425.42,1541,27.0,204,Kyoto Crafts,16
SKU-Y2405,Home,165.01,2571,47.0,367,Tokyo Electronics,11
SKU-A1647,Apparel,Quote Pending,728 pcs,53.0,463,Tokyo Electronics,22
SKU-X8854,Industrial,382.57,1041,19.0,161,Kyoto Crafts,10
SKU-A2384,Home,410.98,2084,49.0,642,Hokkaido Foods,26
SKU-A5129,Home,219.41,439,17.0,158,Kyoto Crafts,10
SKU-Z3863,Industrial,200.87,22,59.0,559,Nagoya Parts,5
SKU-X7756,Shipping,28.32,167,,42,Fukuoka Logistics,7
SKU-B1161,Office,320.85,871,18.0,161,Hokkaido Foods,5
SKU-C3901,Industrial,Quote Pending,1187,79.0,875,Kyoto Crafts,3
SKU-X7950,Office,283.75,,,628,Osaka Supplies,21
SKU-C3975,Home,75.3,2030,44.0,466,Tokyo Electronics,16
SKU-B7154,Food,USD 313.09,1668,94.0,934,Fukuoka Logistics,7
SKU-B8512,Electronics,381.36,3824,88.0,659,Tokyo Electronics,26
SKU-Z4544,Food,294.12,1137,,1203,Fukuoka Logistics,19
SKU-C8274,Industrial,292.49,137,4.0,55,Kyoto Crafts,3
SKU-B8529,Electronics,367.81,22,1.0,10,Fukuoka Logistics,10
SKU-A4448,Shipping,325.38,4112,74.0,626,Osaka Supplies,3
SKU-C6693,Home,211.81,3983,77.0,832,Hokkaido Foods,16
SKU-B2230,Home,495.5,285,7.0,66,Tokyo Electronics,21
SKU-X7293,Apparel,$120.77,26,8.0,76,Fukuoka Logistics,4
SKU-Z3797,Food,USD 92.62,2526,69.0,530,Fukuoka Logistics,29
SKU-B4955,Electronics,315.12,3851 pcs,,1266,Tokyo Electronics,15
SKU-C5732,Food,385.69,1638,71.0,604,Sapporo Steel,25
SKU-Z3828,Home,219.28,2341 pcs,48.0,358,Tokyo Electronics,21
SKU-Z4608,Office,353.35,2150,70.0,696,Sapporo Steel,5
SKU-C4018,Food,71.3,428 pcs,8.0,93,Sapporo Steel,21
SKU-C9472,Electronics,407.42,4071,84.0,956,Osaka Supplies,26
SKU-X5798,Food,172.57,3528,74.0,849,Tokyo Electronics,5
SKU-B7050,Apparel,448.04,1961,48.0,389,Hokkaido Foods,8
SKU-Z3870,Home,68.67,1274,53.0,589,Sapporo Steel,16
SKU-A1339,Industrial,337.14,339 pcs,14.0,151,Fukuoka Logistics,23
SKU-C3110,Industrial,65.43,596,72.0,772,Osaka Supplies,22
SKU-C5814,Electronics,387.21,758,67.0,810,Sapporo Steel,21
SKU-A2386,Apparel,487.81,1852,73.0,973,Osaka Supplies,22
SKU-B4913,Office,322.92,1159,31.0,329,Hokkaido Foods,24
SKU-C2439,Industrial,378.84,3124,55.0,494,Kyoto Crafts,28
SKU-X8613,Industrial,246.7,4287,88.0,1068,Hokkaido Foods,8
SKU-Y3591,Shipping,405.76,155,3.0,31,Fukuoka Logistics,10
SKU-Z6524,Shipping,305.79,4577,87.0,828,Fukuoka Logistics,4
SKU-A6583,Electronics,413.34,4899,93.0,943,Hokkaido Foods,5
SKU-B6103,Office,343.29,1452,50.0,559,Sapporo Steel,4
SKU-Y5851,Shipping,278.61,1013,42.0,300,Sapporo Steel,9
SKU-B3739,Apparel,111.86,617,11.0,149,Fukuoka Logistics,15
SKU-X9427,Home,USD 481.22,623,33.0,240,Osaka Supplies,29
SKU-B9627,Food,111.44,825,69.0,941,Fukuoka Logistics,27
SKU-B6608,Food,Quote Pending,1911,51.0,410,Sapporo Steel,21
SKU-X3603,Apparel,132.87,2442,100.0,1062,Fukuoka Logistics,30
SKU-C1345,Apparel,,959,69.0,725,Sapporo Steel,13
SKU-Y6371,Office,313.79,,47.0,462,Osaka Supplies,21
SKU-Z7872,Industrial,7.1,114,7.0,65,Kyoto Crafts,3
SKU-Y7848,Apparel,USD 61.16,719,70.0,702,Tokyo Electronics,8
SKU-X9841,HOME,,1728,62.0,614,Nagoya Parts,28
SKU-X5104,Electronics,USD 390.40,1741,30.0,322,Sapporo Steel,23
 SKU-B5975 ,Electronics,54.46,2314 pcs,83.0,1133,Hokkaido Foods,24
SKU-Z7859,electronics,275.67,536,50.0,595,Sapporo Steel,3
SKU-X8715,Home,$194.29,991,18.0,178,Sapporo Steel,15
 SKU-A5279 ,HOME,102.27,1500,39.0,418,Fukuoka Logistics,27
SKU-Y6846,home,11.47,1525,41.0,477,Osaka Supplies,11
SKU-Y5644,Electronics,292.34,1211,26.0,339,Tokyo Electronics,20
SKU-Y6959,Shipping,389.08,1802,33.0,313,Hokkaido Foods,8
SKU-Z4176,Apparel,157.35,1929,49.0,395,Nagoya Parts,25
SKU-Z3176,Apparel,455.66,2038,85.0,720,Tokyo Electronics,26
SKU-B5857,Office,7.96,2037,44.0,577,Tokyo Electronics,12
SKU-B8070,Apparel,296.24,935,37.0,479,Kyoto Crafts,5
SKU-A3519,home,USD 367.56,1635 pcs,30.0,371,Osaka Supplies,15
SKU-B4046,Apparel,140.95,285 pcs,17.0,204,Hokkaido Foods,12
SKU-X4591,Industrial,Quote Pending,1503,61.0,699,Kyoto Crafts,29
SKU-B7747,Home,37.21,3556,63.0,679,Nagoya Parts,16
SKU-Y8647,Apparel,469.83,3346,89.0,1131,Nagoya Parts,25
SKU-X3196,Industrial,470.68,1283,29.0,390,Sapporo Steel,9
SKU-B6841,Home,74.67,2516,51.0,648,Hokkaido Foods,16
SKU-B3186,Home,420.12,173,3.0,41,Hokkaido Foods,9
SKU-Y1854,Home,402.97,814,30.0,349,Kyoto Crafts,18
 SKU-C3903 ,Electronics,273.73,245,8.0,63,Kyoto Crafts,19
SKU-X6488,Industrial,311.98,3907,86.0,748,Fukuoka Logistics,27
SKU-Y6860,Home,380.44,1036,,691,Fukuoka Logistics,14
SKU-C1019,Electronics,USD 277.94,534,51.0,605,Kyoto Crafts,10
SKU-Y1827,Shipping,132.77,697,31.0,357,Sapporo Steel,23
SKU-A6825,Home,307.11,138,5.0,56,Tokyo Electronics,11
SKU-Y3305,Food,471.34,2209,37.0,478,Nagoya Parts,6
SKU-B1375,Apparel,78.01,2989,56.0,563,Osaka Supplies,23
SKU-B8009,Electronics,437.98,325,6.0,50,Kyoto Crafts,16
SKU-Y7331,Electronics,Quote Pending,,25.0,211,Osaka Supplies,9
SKU-B4602,Food,332.9,246,19.0,154,Kyoto Crafts,20
SKU-A2971,Electronics,,339,52.0,369,Tokyo Electronics,12
SKU-C4148,Electronics,229.14,72,,357,Nagoya Parts,23
SKU-Z1793,apparel,233.03,2151,46.0,562,Tokyo Electronics,3
SKU-X5931,Industrial,467.93,988,20.0,203,Sapporo Steel,19
 SKU-X2254 ,Office,432.25,1538,74.0,653,Kyoto Crafts,21
SKU-X3228,Electronics,46.41,1630,42.0,559,Kyoto Crafts,19
SKU-X1708,Shipping,158.75,283,25.0,288,Fukuoka Logistics,24
SKU-C6247,Industrial,453.23,244,23.0,300,Kyoto Crafts,18
SKU-C9605,Office,8.3,1339,37.0,460,Kyoto Crafts,26
SKU-B4603,Shipping,352.52,2126,42.0,482,Nagoya Parts,17
SKU-B2200,Office,$80.99,4149,73.0,766,Osaka Supplies,16
SKU-X7802,Office,260.48,2954,66.0,873,Nagoya Parts,26
SKU-X2294,Electronics,90.19,610 pcs,11.0,129,Osaka Supplies,24
SKU-B9327,Apparel,372.67,2539 pcs,48.0,613,Sapporo Steel,10
SKU-C1543,Electronics,129.33,16,2.0,16,Hokkaido Foods,3
SKU-Y2387,Shipping,201.04,2014,57.0,459,Fukuoka Logistics,29
SKU-C4409,Office,Quote Pending,1874,39.0,351,Sapporo Steel,17
SKU-C5392,Industrial,119.2,3096,75.0,538,Fukuoka Logistics,28
SKU-B8095,Office,80.71,1165,38.0,301,Osaka Supplies,28
SKU-B6717,Office,337.95,2545,70.0,559,Kyoto Crafts,29
SKU-C7170,Home,456.34,1555,78.0,876,Tokyo Electronics,20
SKU-Y7105,Electronics,495.5,2969,,626,Nagoya Parts,30
SKU-X9111,Home,164.03,1979,55.0,655,Tokyo Electronics,22
 SKU-A6836 ,Office,66.7,1343,31.0,322,Tokyo Electronics,18
SKU-Z2024,Home,349.08,4326,98.0,1085,Tokyo Electronics,20
SKU-X1474,home,203.89,2556,45.0,517,Nagoya Parts,27
SKU-B9085,Apparel,68.28,3278,100.0,1329,Kyoto Crafts,16
SKU-C1022,Shipping,163.93,1648,33.0,420,Fukuoka Logistics,23
SKU-A6631,Home,118.54,4985,89.0,968,Hokkaido Foods,12
SKU-C2469,Shipping,418.14,324,62.0,549,Nagoya Parts,20
SKU-B9862,HOME,266.37,713,58.0,753,Hokkaido Foods,8
SKU-Z5828,Shipping,461.29,1515,69.0,785,Tokyo Electronics,4
SKU-X3594,SHIPPING,342.19,1888,60.0,441,Nagoya Parts,12
SKU-X4146,Electronics,Quote Pending,843,17.0,135,Fukuoka Logistics,19
SKU-Z7749,Industrial,368.2,959,32.0,298,Hokkaido Foods,19
SKU-B2492,Apparel,247.72,579,54.0,425,Nagoya Parts,24
SKU-A2644,Industrial,405.35,1807,63.0,469,Fukuoka Logistics,21
SKU-Y2782,Apparel,40.49,446,11.0,119,Nagoya Parts,21
SKU-B1072,Office,166.22,341,9.0,65,Nagoya Parts,16
SKU-Z6713,Industrial,402.96,2969,66.0,911,Tokyo Electronics,17
SKU-C1137,Industrial,58.59,159,6.0,74,Sapporo Steel,23
 SKU-X9507 ,HOME,224.82,815,52.0,716,Kyoto Crafts,25
SKU-A4008,Apparel,341.41,1485,96.0,1292,Kyoto Crafts,13
 SKU-C8050 ,Industrial,331.52,962,45.0,451,Sapporo Steel,7
SKU-Z7460,Apparel,USD 125.56,670,58.0,732,Kyoto Crafts,19
SKU-Y2535,INDUSTRIAL,106.02,1812,,300,Hokkaido Foods,17
SKU-B3622,HOME,78.69,164,39.0,424,Hokkaido Foods,13
SKU-X4157,Industrial,,,17.0,211,Fukuoka Logistics,3
SKU-A7287,Industrial,Quote Pending,-3533,86.0,1074,Nagoya Parts,26
